# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20241207-20241208
# ----------------------------------------

Clicked Batchcode,Country,Region,Town/City,Event count
GM6301,Egypt,Sohag Governorate,Sohag,1
HD9835,United States,Wisconsin,Port Wing,1
HD9867,Germany,Lower Saxony,Cloppenburg,1
HD9869,Czechia,Pardubice Region,Policka,1
HD9869,Germany,Lower Saxony,Cloppenburg,1
HG4432,Germany,Saxony,Leipzig,1
HM7010,Canada,Quebec,Montreal,1
HN0477,Canada,Quebec,Montreal,1
J07BX03,France,Auvergne-Rhone-Alpes,(not set),1
J07BX03,Germany,Hessen,(not set),1
JOHNSON & JOHNS,United States,Maryland,Owings Mills,1
LE1811,United States,Florida,Miami,1
LJ7878,Czechia,Pardubice Region,Policka,1
LK8838,Germany,Hessen,Frankfurt,1
LOT 000105A,Germany,(not set),(not set),1
LOT 000112A,Germany,Saxony-Anhalt,Kothen (Anhalt),1
LOT 000125A,Germany,Bavaria,Passau,1
LOT 000135A,Germany,Mecklenburg-Vorpommern,(not set),1
LOT 000135A,Germany,Saxony-Anhalt,Kothen (Anhalt),1
LOT 000137A,Germany,Baden-Wurttemberg,Freiburg im Breisgau,1
LOT 000140A,Germany,North Rhine-Westphalia,Beverungen,1
LOT 000140A,Germany,North Rhine-Westphalia,Munster,1
LOT 092F21A,Germany,Hessen,Frankfurt,1
LOT 3004500,Germany,Saxony-Anhalt,Burg bei Magdeburg,1
LOT 3005690,Germany,Mecklenburg-Vorpommern,(not set),1
LOT ABV3374,Germany,Baden-Wurttemberg,Stuttgart,1
LOT000106A,Germany,Bavaria,Grafenwohr,1
LOT216046,Italy,Lombardy,Milan,1
LOT3004233,Germany,Bavaria,Grafenwohr,1
LOT3004671,Germany,Bavaria,Munich,1
LOT3004675,Germany,Bavaria,Munich,1
LOT31134TB,Austria,Vienna,Vienna,1
LOT: XD985,Austria,Vienna,Vienna,1
LOT: XD985,Hungary,Budapest,Budapest,1
MODERNA,Switzerland,Aargau,Baden,1
MODERNA COVID-1,United States,Maryland,Owings Mills,1
O24M20A,United States,Texas,Dallas,1
P-FH3219,Switzerland,Zurich,Zurich,1
P-FJ5782,Belgium,Flanders,Vorselaar,1
PAA165994,United States,Arkansas,Cabot,1
PCA0002,Germany,Berlin,Berlin,1
PCA0004,Germany,Hessen,(not set),1
PCA0004,Germany,Lower Saxony,Rotenburg,1
PCA0021,Netherlands,Friesland,Leeuwarden,1
PCB0001,Austria,Vienna,Vienna,1
PFIZER,Moldova,Chisinau,Chisinau,1
PFIZER,United States,Maryland,Owings Mills,1
PFIZER BIONTECH,Germany,Lower Saxony,Luneburg,1
PFIZER BIONTECH,Germany,Lower Saxony,Soltau,1
PFIZER COVID-19,Romania,Cluj County,Cluj-Napoca,1
PFIZER EL3248,Brazil,State of Sao Paulo,Sao Paulo,1
PFIZER EN5318,United States,California,Los Angeles,1
PFIZER EN6201,United States,Texas,Haltom City,1
PFIZER EN6203,United States,California,Burlingame,1
PFIZER EN6207,United States,New York,Yorktown Heights,1
PFIZER EN6208,United States,Minnesota,Brooklyn Park,1
PFIZER ER8733,United States,Florida,Miami,1
PFIZER ER8736,United States,Florida,Orlando,1
PFIZER EW0167,United States,California,Los Angeles,1
PFIZER EW0173,United States,New York,New York,1
PFIZER EW0175,United States,New York,New York,1
PFIZER EW0175,United States,Virginia,Ashburn,1
PFIZER EW0177,Colombia,Cundinamarca,Fusagasuga,1
PFIZER FC3181,United States,Texas,Odessa,1
PFIZER FC3182,United States,Georgia,Atlanta,1
PFIZER FC3182,United States,Pennsylvania,Aliquippa,1
PFIZER FD8448,United States,Oklahoma,Oklahoma City,1
PFIZER FE3590,United States,South Dakota,Belle Fourche,1
PFIZER FE3590,United States,Wisconsin,Milwaukee,1
PFIZER FF2587,United States,Pennsylvania,Aliquippa,1
PFIZER FF8839,United States,South Dakota,Belle Fourche,1
PFIZER FF8839,United States,Texas,(not set),1
PFIZER VACCINE,United States,Maryland,Owings Mills,1
PFIZER-BIONTECH,Brazil,State of Santa Catarina,89257,1
PFIZER-BIONTECH,Germany,Berlin,Berlin,1
PFIZER-BIONTECH,Germany,Bremen,Bremen,1
PFIZER-BIONTECH,Germany,Hessen,Frankfurt,1
PFIZER-BIONTECH,Ireland,County Galway,(not set),1
PFIZER-BIONTECH,United States,Maryland,Owings Mills,1
PFIZEREP7534,United States,California,Burlingame,1
PFIZERER8733,United States,Florida,Miami,1
PV46664,United Kingdom,England,Burton upon Trent,1
PV46664,United Kingdom,England,Cambridge,1
PV46664,United Kingdom,Scotland,Dalkeith,1
PV46673,Greece,Decentralized Administration of Macedonia and Thrace,Panorama,1
PV46690,Greece,Decentralized Administration of Macedonia and Thrace,Panorama,1
PW40008,United Kingdom,England,Milton Keynes,1
PW40009,United Kingdom,England,Huddersfield,1
SCKT8,Germany,Lower Saxony,Rotenburg,1
SCKX7,Germany,Baden-Wurttemberg,Rastatt,1
SCKX7,Germany,North Rhine-Westphalia,Munster,1
SCPT7,Germany,North Rhine-Westphalia,Dusseldorf,1
SCRM8,Germany,North Rhine-Westphalia,Hamm,1
SCRP9,Germany,North Rhine-Westphalia,Dusseldorf,1
SCRP9,Germany,North Rhine-Westphalia,Minden,1
SCRW2,Germany,(not set),(not set),1
SCTJ2,Germany,Berlin,Berlin,1
SCTJ2,Germany,North Rhine-Westphalia,Dusseldorf,1
SCTN4,Germany,Berlin,Berlin,1
SCTN4,Germany,North Rhine-Westphalia,Iserlohn,1
SCUE1,Germany,Hessen,Frankfurt,1
SCVC6,Germany,Hessen,Frankfurt,1
SCVK4,Canada,Quebec,Montreal,1
SCVK4,Germany,Baden-Wurttemberg,Geislingen,1
SCVK4,Germany,Baden-Wurttemberg,Kirchheim unter Teck,1
SCVK4,Germany,Bavaria,Neuburg an der Donau,1
SCVK4,Germany,North Rhine-Westphalia,Iserlohn,1
SCVT5,Germany,Schleswig-Holstein,Eckernforde,1
SCVW7,Germany,Berlin,Berlin,1
SCVY8,Germany,Baden-Wurttemberg,(not set),1
SCWF3,Germany,Bavaria,Munich,1
SDCN1,Germany,Berlin,Berlin,1
SDCN1,Germany,Schleswig-Holstein,Geesthacht,1
SDEH4,Germany,Bavaria,Neuburg an der Donau,1
SDEJ8,Germany,Bavaria,Augsburg,1
SDEJ8,Germany,North Rhine-Westphalia,Iserlohn,1
SDEJ8,Italy,Veneto,San Bonifacio,1
XD985,Germany,Bavaria,Munich,1
XD986,Germany,Bavaria,Munich,1
XE393,Austria,Vienna,Vienna,1
XE395,Germany,North Rhine-Westphalia,Gutersloh,1
XE423,Poland,Greater Poland Voivodeship,Poznan,1
(not set),Australia,Victoria,Ballarat,2
(not set),Belgium,Flanders,Zoersel,2
(not set),Canada,Ontario,Belleville,2
(not set),Canada,Ontario,Carleton Place,2
(not set),Canada,Ontario,Georgina,2
(not set),Canada,Quebec,Saint-Jerome,2
(not set),Italy,Tuscany,Florence,2
(not set),Japan,Kyoto,Miyazu,2
(not set),Luxembourg,(not set),Luxembourg,2
(not set),Malaysia,Penang,Butterworth,2
(not set),Netherlands,South Holland,Maassluis,2
(not set),New Zealand,Auckland,Auckland,2
(not set),Norway,Vestland,Bergen Municipality,2
(not set),Philippines,Central Luzon,Malolos,2
(not set),Switzerland,Fribourg,Bulle,2
(not set),United Kingdom,Wales,(not set),2
(not set),United States,Illinois,Des Plaines,2
(not set),United States,Michigan,Holland,2
(not set),United States,Michigan,Southfield,2
(not set),United States,Missouri,Florissant,2
(not set),United States,Nebraska,Kearney,2
(not set),United States,North Carolina,King,2
(not set),United States,Ohio,Mansfield,2
(not set),United States,South Dakota,Herreid,2
(not set),United States,Virginia,(not set),2
(not set),United States,Washington,Ellensburg,2
(not set),United States,Wisconsin,Madison,2
(not set),United States,Wisconsin,Port Wing,2
000006A,United States,New York,New York,2
000014A,United Kingdom,Wales,Pontypool,2
0009C21A,Germany,Baden-Wurttemberg,Rottenburg,2
001C21A,Portugal,Setubal,Montijo,2
014M20A,United States,Washington,Seattle,2
018J21A,Netherlands,Utrecht,Utrecht,2
024M20A,United States,Oklahoma,Duncan,2
025L20A,United States,Texas,Fort Worth,2
030B21A,United States,Washington,Seattle,2
030B21A,United States,Wisconsin,Milwaukee,2
030G21A,Italy,Campania,Castellammare di Stabia,2
035C21A,United States,Colorado,(not set),2
042D21A,Canada,Ontario,Toronto,2
043B21A,United States,Ohio,Columbus,2
044D21A,Canada,Ontario,St. Catharines,2
049F21A,United States,Texas,Houston,2
051C21A,United States,North Carolina,(not set),2
058A222A,United States,California,Los Altos,2
060H21A,United States,Colorado,Parker,2
094F21A,Lithuania,Vilnius County,Vilnius,2
1C006A,Canada,Quebec,Montreal,2
1C006A,Germany,Baden-Wurttemberg,Bietigheim-Bissingen,2
1C007A,Germany,Saxony,Zwenkau,2
1C008A,Germany,Saxony,Leipzig,2
1D012A,Germany,Hessen,Frankfurt,2
1D014A,Germany,Baden-Wurttemberg,Buhl,2
1F1010A,Germany,Berlin,Berlin,2
1F1010A,Germany,North Rhine-Westphalia,Iserlohn,2
1F1023A,Germany,Baden-Wurttemberg,Ellwangen,2
1F1024A,Germany,Baden-Wurttemberg,Mannheim,2
1F1050A,Germany,Lower Saxony,Rotenburg,2
30011TB,Germany,Baden-Wurttemberg,Bietigheim-Bissingen,2
3001651,Germany,North Rhine-Westphalia,Iserlohn,2
3001659,United Kingdom,Scotland,Dalkeith,2
30025TB,Germany,Baden-Wurttemberg,Kehl,2
3004671,Germany,Bavaria,Munich,2
30155BA,United States,Pennsylvania,Philadelphia,2
33030BD,New Zealand,Wellington,Wellington,2
34396TB,Germany,Lower Saxony,Rotenburg,2
AB0003,United Kingdom,England,Milton Keynes,2
ABV4678,Germany,Schleswig-Holstein,Altenholz,2
ABW4330,Germany,Baden-Wurttemberg,Geislingen,2
ABX5182,Netherlands,Utrecht,Utrecht,2
ACB3738,Germany,Bavaria,Munich,2
BNT162B2,Canada,British Columbia,Vancouver,2
CH.-B.:FE6975,Germany,Baden-Wurttemberg,Sinsheim,2
CVX207,Germany,Hessen,Frankfurt,2
EJ6788,Germany,Berlin,Berlin,2
EJ6795,Germany,Lower Saxony,Rotenburg,2
EL0142,United States,Louisiana,New Orleans,2
EL3249,United States,South Carolina,North Augusta,2
EN6202,New Zealand,Wellington,Wellington,2
EN6204,United States,California,Riverside,2
EN6207,United States,Texas,Dallas,2
EP6955,New Zealand,Wellington,Wellington,2
EP7534,United States,New Jersey,Denville,2
EP9605,Switzerland,Zurich,Zurich,2
ER7812,Germany,Hamburg,Hamburg,2
ER8729,United States,Massachusetts,Boston,2
ER9480,Germany,Lower Saxony,Rotenburg,2
ET3045,Germany,Lower Saxony,Rotenburg,2
EW0169,United States,Illinois,Macomb,2
EW0172,United States,North Carolina,Waxhaw,2
EW0177,Colombia,Cundinamarca,Fusagasuga,2
EW0180,Colombia,Cundinamarca,Fusagasuga,2
EW0510,United States,Pennsylvania,Philadelphia,2
EW8904,Germany,Lower Saxony,Rotenburg,2
EW8904,Italy,Veneto,San Bonifacio,2
EX3599,Germany,Lower Saxony,Rotenburg,2
EX8679,Germany,Lower Saxony,Rotenburg,2
EX8679,Germany,North Rhine-Westphalia,Olpe,2
EX8679,Germany,Rhineland-Palatinate,Bad Kreuznach,2
EX8679,Germany,Rhineland-Palatinate,Simmern,2
EX8679,New Zealand,Waikato,Huntington,2
EY7015,Germany,Lower Saxony,Rotenburg,2
FA1027,United Kingdom,England,Great Sankey,2
FA5833,Germany,Bavaria,Naila,2
FA5833,Germany,Hessen,Frankfurt,2
FA9093,Canada,British Columbia,West Vancouver,2
FC 3095,Germany,Baden-Wurttemberg,Freiburg im Breisgau,2
FC1436,Germany,Hessen,(not set),2
FC1440,Germany,Hessen,Frankfurt,2
FC1440,Germany,North Rhine-Westphalia,Burbach,2
FC1440,Germany,Saxony,Leipzig,2
FC3095,Germany,Baden-Wurttemberg,Wangen im Allgau,2
FC3095,Germany,Hessen,Frankfurt,2
FC3095,Germany,Lower Saxony,Rotenburg,2
FC3182,United States,Ohio,(not set),2
FD0785,Hungary,Budapest,Budapest,2
FD0810,Canada,Ontario,Brantford,2
FD0810,United States,North Carolina,Greenville,2
FD7206,Canada,British Columbia,Vancouver,2
FD7948,Canada,Ontario,Mississauga,2
FD7958,Germany,Hessen,Frankfurt,2
FD7958,Germany,Lower Saxony,Rotenburg,2
FD9234,Germany,Lower Saxony,Rotenburg,2
FD9234,Germany,North Rhine-Westphalia,Munster,2
FE 6975,Germany,Bavaria,(not set),2
FE 6975,Germany,Bavaria,Ingolstadt,2
FE3590,United States,South Dakota,Belle Fourche,2
FE6975,Germany,Lower Saxony,Rotenburg,2
FE7053,Norway,Trondelag,Trondheim Municipality,2
FF3319,United Kingdom,England,London,2
FF7481,Italy,Lombardy,Milan,2
FG9428,Spain,Valencian Community,Alicante,2
FH3219,Switzerland,Zurich,Zurich,2
FJ5782,Belgium,Flanders,Vorselaar,2
FJ8041,Austria,Vienna,Vienna,2
FK9712,United Kingdom,England,London,2
FK9729-PFIZER-2,United States,Maryland,Owings Mills,2
FK9895,United States,Texas,Henderson,2
FM3289,Norway,Buskerud,Kongsberg,2
FM7380,Canada,British Columbia,West Vancouver,2
FP 7150,Colombia,Cundinamarca,Fusagasuga,2
FP1972,Germany,Lower Saxony,Rotenburg,2
GH9694,United States,California,Los Angeles,2
GH9715,Germany,Lower Saxony,Rotenburg,2
HG2272,United Kingdom,England,Poole,2
HM7006,Canada,Quebec,Montreal,2
LOT 092F21A,Germany,Bavaria,Passau,2
LOT 3004953,Germany,Baden-Wurttemberg,Westhausen,2
LOT 3005290,Germany,Baden-Wurttemberg,Rastatt,2
LOT ABV3374,Germany,Berlin,Berlin,2
LOT000086A,United States,New York,New York,2
LOT: XD985,Germany,Bavaria,Munich,2
MODERNA 030L20A,United States,New York,New York,2
PAA173398,United States,South Carolina,Columbia,2
PFIZER EN6205,United States,New York,New York,2
PFIZER FC3182,United States,Ohio,(not set),2
PFIZER-BIONTECH,Germany,Lower Saxony,Luneburg,2
PFIZERER8727,United States,Florida,Orlando,2
SCKT8,Germany,Hessen,Frankfurt,2
SCRM8,Germany,Berlin,Berlin,2
SCRW2,Germany,Baden-Wurttemberg,Wangen im Allgau,2
SCTJ2,Germany,Lower Saxony,Rotenburg,2
SCVK4,Norway,(not set),(not set),2
SCVT5,Germany,North Rhine-Westphalia,Olpe,2
SCVW7,Germany,Baden-Wurttemberg,Buhl,2
SCVY8,Germany,North Rhine-Westphalia,Iserlohn,2
SDEJ8,Germany,Baden-Wurttemberg,Kirchheim unter Teck,2
SDHP9,Germany,Lower Saxony,Rotenburg,2
XD955,Germany,Baden-Wurttemberg,Mannheim,2
XD985,Hungary,Budapest,Budapest,2
(not set),(not set),(not set),(not set),3
(not set),Australia,Queensland,Cairns,3
(not set),Austria,Tyrol,Imst,3
(not set),Austria,Vorarlberg,Hochst,3
(not set),Brazil,Ceara,Fortaleza,3
(not set),Canada,Quebec,Matane,3
(not set),Canada,Quebec,Nicolet,3
(not set),Canada,Quebec,Victoriaville,3
(not set),Colombia,Bogota,Bogota,3
(not set),Egypt,Red Sea Governorate,Hurghada,3
(not set),France,Auvergne-Rhone-Alpes,Lyon,3
(not set),Germany,Bavaria,Mering,3
(not set),Germany,Bavaria,Reichertshofen,3
(not set),Germany,Hessen,Butzbach,3
(not set),Germany,Hessen,Diemelstadt,3
(not set),Germany,Mecklenburg-Vorpommern,Schwerin,3
(not set),Germany,North Rhine-Westphalia,Bonn,3
(not set),Germany,North Rhine-Westphalia,Borchen,3
(not set),Germany,North Rhine-Westphalia,Eslohe,3
(not set),Germany,North Rhine-Westphalia,Ibbenburen,3
(not set),Germany,North Rhine-Westphalia,Lindlar,3
(not set),Germany,Rhineland-Palatinate,(not set),3
(not set),Germany,Saxony-Anhalt,Magdeburg,3
(not set),Germany,Thuringia,Leinefelde-Worbis,3
(not set),Greece,Decentralized Administration of Macedonia and Thrace,Xanthi,3
(not set),Japan,Tokyo,(not set),3
(not set),Japan,Yamagata,Yamagata,3
(not set),Mexico,Morelos,Cuernavaca,3
(not set),Mexico,State of Mexico,Jesus del Monte,3
(not set),Mexico,State of Mexico,Toluca,3
(not set),Netherlands,North Holland,Haarlem,3
(not set),Netherlands,Overijssel,Zwolle,3
(not set),New Zealand,Canterbury,Christchurch,3
(not set),Peru,Lima Province,(not set),3
(not set),Philippines,Davao Region,Davao City,3
(not set),Poland,Lublin Voivodeship,Lukow,3
(not set),Romania,Brasov,Brasov,3
(not set),Saudi Arabia,Riyadh Province,Riyadh,3
(not set),South Africa,Western Cape,Cape Town,3
(not set),Spain,Catalonia,Cambrils,3
(not set),Sweden,Gavleborg County,Ockelbo,3
(not set),Sweden,Uppsala County,Uppsala,3
(not set),Switzerland,Aargau,Baden,3
(not set),Switzerland,Valais,Zermatt,3
(not set),United Arab Emirates,Abu Dhabi,Abu Dhabi,3
(not set),United States,California,(not set),3
(not set),United States,Indiana,North Vernon,3
(not set),United States,Louisiana,Pineville,3
(not set),United States,Minnesota,Minneapolis,3
(not set),United States,New York,Margaretville,3
(not set),United States,New York,Saranac Lake,3
(not set),United States,Pennsylvania,Coatesville,3
(not set),United States,Pennsylvania,York,3
(not set),United States,Texas,Edinburg,3
(not set),United States,Texas,Longview,3
000014A,United States,New York,New York,3
1H049A,Germany,Saarland,Losheim am See,3
32030BD,United States,Pennsylvania,Philadelphia,3
ACB3738,Germany,Brandenburg,Brandenburg,3
BNT162B2,Canada,Alberta,Grande Prairie,3
EJ6134,Belgium,Flanders,Lille,3
EM0477,Germany,Hessen,Frankfurt,3
EP2163,Norway,(not set),(not set),3
EP2166,Italy,Calabria,Reggio Calabria,3
ER1742,Canada,New Brunswick,Moncton,3
ER7812,Norway,(not set),(not set),3
ER8733,United States,Florida,Miami,3
ET3620,Italy,Calabria,Reggio Calabria,3
EW0216,Canada,New Brunswick,Moncton,3
EW3143,United Kingdom,England,London,3
EX3510,Germany,Lower Saxony,Rotenburg,3
EX7823,Germany,Hessen,(not set),3
EX8660,Germany,Rhineland-Palatinate,Bad Kreuznach,3
EX8679,Germany,Berlin,Berlin,3
FC3098,Netherlands,Friesland,Leeuwarden,3
FC3182,United States,Pennsylvania,Aliquippa,3
FC5295,Norway,Trondelag,Trondheim Municipality,3
FE8236,Germany,Berlin,Berlin,3
FH0151,Japan,Shiga,Otsu,3
FJ1620-PFIZER-2,United States,Texas,Dallas,3
FN3731,Norway,Trondelag,Trondheim Municipality,3
LOT 3005290,Germany,Baden-Wurttemberg,Buhl,3
PFIZER-BIONTECH,Germany,Lower Saxony,Soltau,3
SCRW2,Germany,Hessen,Frankfurt,3
SCVT5,Germany,Lower Saxony,Rotenburg,3
SCVW7,Germany,Saxony,Leipzig,3
SDEJ8,Germany,Bavaria,Munich,3
(not set),Australia,Victoria,Melton,4
(not set),Austria,Lower Austria,Bruck an der Leitha,4
(not set),Canada,British Columbia,(not set),4
(not set),Canada,Manitoba,Morden,4
(not set),Canada,Ontario,Brighton,4
(not set),Canada,Ontario,Espanola,4
(not set),Canada,Ontario,Haliburton,4
(not set),Cyprus,Nicosia,Nicosia,4
(not set),Czechia,Central Bohemian Region,Kladno,4
(not set),Finland,Uusimaa,Espoo,4
(not set),France,Grand Est,(not set),4
(not set),Germany,Baden-Wurttemberg,Fellbach,4
(not set),Germany,Baden-Wurttemberg,Kisslegg,4
(not set),Germany,Baden-Wurttemberg,Ludwigsburg,4
(not set),Germany,Baden-Wurttemberg,Tubingen,4
(not set),Germany,Baden-Wurttemberg,Uberlingen,4
(not set),Germany,Bavaria,Germering,4
(not set),Germany,Bavaria,Konigsbrunn,4
(not set),Germany,Brandenburg,Werder,4
(not set),Germany,Hessen,Frankenberg (Eder),4
(not set),Germany,Mecklenburg-Vorpommern,Gustrow,4
(not set),Germany,North Rhine-Westphalia,Dormagen,4
(not set),Germany,North Rhine-Westphalia,Raesfeld,4
(not set),Germany,Saxony-Anhalt,Bernburg,4
(not set),Germany,Schleswig-Holstein,Bad Bramstedt,4
(not set),Germany,Schleswig-Holstein,Lensahn,4
(not set),Italy,Lazio,Rome,4
(not set),Italy,Sardinia,Cagliari,4
(not set),Japan,Tochigi,Utsunomiya,4
(not set),Malaysia,Selangor,Batu Caves,4
(not set),Mexico,State of Mexico,Buenavista,4
(not set),Netherlands,South Holland,Delft,4
(not set),Norway,Akershus,Ullensaker Municipality,4
(not set),Poland,Greater Poland Voivodeship,(not set),4
(not set),Poland,Podkarpackie Voivodeship,Tarnobrzeg,4
(not set),Qatar,Doha Municipality,Doha,4
(not set),Spain,Community of Madrid,Madrid,4
(not set),Thailand,Bangkok,Bangkok,4
(not set),United Kingdom,England,Burton upon Trent,4
(not set),United Kingdom,England,Worthing,4
(not set),United States,Alaska,Anchorage,4
(not set),United States,California,Bakersfield,4
(not set),United States,Colorado,Denver,4
(not set),United States,Colorado,Durango,4
(not set),United States,Florida,Lake Buena Vista,4
(not set),United States,Georgia,Homerville,4
(not set),United States,Kansas,Osage City,4
(not set),United States,Maryland,Calverton,4
(not set),United States,Michigan,Wyoming,4
(not set),United States,Mississippi,Natchez,4
(not set),United States,New Jersey,Washington Township,4
(not set),United States,New York,New Windsor,4
(not set),United States,Oregon,Bend,4
(not set),United States,Pennsylvania,Tarentum,4
(not set),United States,Pennsylvania,West Goshen,4
(not set),United States,Texas,Houston,4
(not set),United States,Virginia,Bealeton,4
(not set),United States,Virginia,Rocky Mount,4
1F036A,Germany,Hessen,Frankfurt,4
ACB9929,Germany,Bavaria,Augsburg,4
CH.-B.:FE6975,Germany,Hessen,Frankfurt,4
EJ6788,Germany,Hessen,Frankfurt,4
EX3510,Germany,Baden-Wurttemberg,Buhl,4
EY3014,Switzerland,Zurich,Zurich,4
FA9099,Canada,Ontario,Brantford,4
FA9099,Canada,Ontario,Toronto,4
LOT000137A,Germany,Baden-Wurttemberg,Freiburg im Breisgau,4
(not set),Austria,Salzburg,(not set),5
(not set),Brazil,State of Para,68030,5
(not set),Brazil,State of Rio de Janeiro,Rio de Janeiro,5
(not set),Brazil,State of Santa Catarina,89257,5
(not set),Canada,Alberta,Cold Lake,5
(not set),Canada,British Columbia,Parksville,5
(not set),Czechia,Central Bohemian Region,(not set),5
(not set),Czechia,South Bohemian Region,Ceske Budejovice,5
(not set),Egypt,Sohag Governorate,Sohag,5
(not set),France,Grand Est,88490,5
(not set),Germany,Baden-Wurttemberg,Gaggenau,5
(not set),Germany,Baden-Wurttemberg,Reilingen,5
(not set),Germany,Baden-Wurttemberg,Sinsheim,5
(not set),Germany,Baden-Wurttemberg,Stetten am kalten Markt,5
(not set),Germany,Bavaria,Kaufbeuren,5
(not set),Germany,Bavaria,Kaufering,5
(not set),Germany,Bavaria,Regensburg,5
(not set),Germany,Bavaria,Wurzburg,5
(not set),Germany,Brandenburg,Erkner,5
(not set),Germany,Brandenburg,Strausberg,5
(not set),Germany,Hessen,Lich,5
(not set),Germany,Lower Saxony,Spelle,5
(not set),Germany,North Rhine-Westphalia,Eschweiler,5
(not set),Germany,North Rhine-Westphalia,Lemgo,5
(not set),Germany,North Rhine-Westphalia,Monchengladbach,5
(not set),Germany,North Rhine-Westphalia,Windeck,5
(not set),Germany,Saxony,Freiberg,5
(not set),Germany,Schleswig-Holstein,Eutin,5
(not set),Germany,Schleswig-Holstein,Geesthacht,5
(not set),Germany,Thuringia,Hirschberg,5
(not set),Hungary,Csongrad,Szeged,5
(not set),Hungary,Gyor-Moson-Sopron,Sopron,5
(not set),Hungary,Zala County,Lenti,5
(not set),Japan,Gunma,Maebashi,5
(not set),Japan,Hokkaido,Sapporo,5
(not set),Moldova,Chisinau,Chisinau,5
(not set),Nepal,(not set),(not set),5
(not set),Norway,Agder,Arendal Municipality,5
(not set),Romania,Bihor County,Oradea,5
(not set),Romania,Cluj County,Cluj-Napoca,5
(not set),South Africa,Gauteng,Johannesburg,5
(not set),Spain,Catalonia,Santa Coloma de Gramenet,5
(not set),Ukraine,Odesa Oblast,Odesa,5
(not set),United Arab Emirates,Dubai,Dubai,5
(not set),United Kingdom,England,Aston Clinton,5
(not set),United Kingdom,England,Aylsham,5
(not set),United Kingdom,England,Birmingham,5
(not set),United Kingdom,England,Eastbourne,5
(not set),United Kingdom,England,Leeds,5
(not set),United Kingdom,England,Penrith,5
(not set),United Kingdom,England,Reading,5
(not set),United States,Arkansas,Cabot,5
(not set),United States,Arkansas,Gentry,5
(not set),United States,California,Inglewood,5
(not set),United States,California,Marina,5
(not set),United States,Colorado,Englewood,5
(not set),United States,Connecticut,Trumbull,5
(not set),United States,Florida,Naples,5
(not set),United States,Florida,Palm Harbor,5
(not set),United States,Florida,Seminole,5
(not set),United States,Georgia,North Decatur,5
(not set),United States,Hawaii,Pearl City,5
(not set),United States,Kansas,Lindsborg,5
(not set),United States,Minnesota,Lonsdale,5
(not set),United States,New York,Plattsburgh,5
(not set),United States,New York,Saugerties,5
(not set),United States,Ohio,Lancaster,5
(not set),United States,Rhode Island,Cumberland,5
(not set),United States,Tennessee,Tullahoma,5
(not set),United States,Texas,Odessa,5
(not set),United States,Washington,Spokane Valley,5
(not set),United States,Washington,Tumwater,5
(not set),United States,Wisconsin,Racine,5
1F1020A,Italy,Piedmont,Turin,5
1F1027A,Germany,Hessen,Frankfurt,5
FD1921,Hungary,Budapest,Budapest,5
FM9088,Lithuania,Vilnius County,Vilnius,5
(not set),Australia,Western Australia,Perth,6
(not set),Austria,Lower Austria,(not set),6
(not set),Austria,Upper Austria,(not set),6
(not set),Belgium,East Flanders,Wachtebeke,6
(not set),Canada,Quebec,Tadoussac,6
(not set),El Salvador,San Salvador Department,San Salvador,6
(not set),France,Auvergne-Rhone-Alpes,(not set),6
(not set),France,Occitanie,Carcassonne,6
(not set),Germany,Baden-Wurttemberg,Stuhlingen,6
(not set),Germany,Bavaria,Regenstauf,6
(not set),Germany,Brandenburg,Wildau,6
(not set),Germany,Lower Saxony,(not set),6
(not set),Germany,Lower Saxony,Goslar,6
(not set),Germany,Lower Saxony,Ihlow,6
(not set),Germany,Lower Saxony,Lilienthal,6
(not set),Germany,Lower Saxony,Walsrode,6
(not set),Germany,North Rhine-Westphalia,Beverungen,6
(not set),Germany,North Rhine-Westphalia,Bottrop,6
(not set),Germany,North Rhine-Westphalia,Gutersloh,6
(not set),Germany,North Rhine-Westphalia,Paderborn,6
(not set),Germany,Saxony-Anhalt,Kothen (Anhalt),6
(not set),Ireland,County Galway,(not set),6
(not set),Jamaica,St. Ann Parish,(not set),6
(not set),Japan,Mie,Yokkaichi,6
(not set),Philippines,Central Luzon,(not set),6
(not set),Philippines,Central Luzon,Angeles,6
(not set),Spain,Region of Murcia,(not set),6
(not set),Sweden,Skane County,Kristianstad,6
(not set),Switzerland,Zurich,Wadenswil,6
(not set),United Kingdom,England,Amesbury,6
(not set),United Kingdom,England,Cambridge,6
(not set),United States,Alabama,Dothan,6
(not set),United States,Colorado,Montrose,6
(not set),United States,Florida,Jacksonville Beach,6
(not set),United States,Minnesota,Brooklyn Park,6
(not set),United States,Nevada,Las Vegas,6
(not set),United States,New Jersey,Millville,6
(not set),United States,New York,Roosevelt,6
(not set),United States,New York,Wantagh,6
(not set),United States,Virginia,Virginia Beach,6
31101TB,Germany,Bavaria,Augsburg,6
FL5324,Hungary,Budapest,Budapest,6
(not set),Australia,Western Australia,(not set),7
(not set),Canada,Alberta,Grande Prairie,7
(not set),France,Ile-de-France,Paris,7
(not set),Germany,Baden-Wurttemberg,Westhausen,7
(not set),Germany,Bavaria,Naila,7
(not set),Germany,Bavaria,Neuburg an der Donau,7
(not set),Germany,Hessen,Bad Soden,7
(not set),Germany,North Rhine-Westphalia,Huckelhoven,7
