# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Batchcode Search Term
# 20230211-20230411
# ----------------------------------------

Land,United States,Germany,Canada,Italy,United Kingdom,Japan,Brazil,Australia,Poland,Austria,Hungary,Netherlands,Romania,France,Switzerland,Spain,Sweden,Philippines,New Zealand,Mexico,Gesamt
Batchcode Search Term,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl
EP21 63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2166 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2166 26 020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2166-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2166-26-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP2166020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP216626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP3617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP6775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP6775 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP69355PF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP6950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP6954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP6955/EW0151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP7135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP7334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP7543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP7563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP7634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP8727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP8732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP8734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EP9595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EPV46696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EQ0158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 1741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 1749 2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 8733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 8735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 8737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER 9740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER0729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER0967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER0969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1741/V1099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1749  ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1749  04/04/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER1842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER3659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER3731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER4730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER6200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER6208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER6731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER6955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER72613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7449 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7449 MOBILTG043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7449 MOBILTG2 043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ER7812 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER7934 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER87201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8727 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8727 EW0151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8727GJ2524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8730	,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8737 EW071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8737/EP7534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8737/ER8736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER87735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER8786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER9480#,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER9489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ER9490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERB730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERC730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERG740     ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERWO195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERZ613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ES3198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET-3045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET0384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET1831 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ET2705 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET3045 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET6924/FC2495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET7295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET7823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ET8235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET8885 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ET8885L658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETT7205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ETX6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU-EC-10013358900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU/1/20/4915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU/1/21/1529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU0167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU0171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU0177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU0185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU0950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU1201528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EU9809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EUD183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EV0584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EV9265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EVV 8904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW  0181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 01282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 0162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 0167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 0178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 01903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
EW 6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW 620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW-0162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW-162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0151 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EW0151 ER8731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"EW0151, EP6955",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0153 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EW0162, ER8727",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0167 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0172/EW0151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0176 EW0183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EW0176, EW0186",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0176/EW0186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EW0177, EW0180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0177/EW0180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW01777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0182 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0183LLY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0185-H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0191 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0198 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW01D3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW02074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0217 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW0969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW13131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW13151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW13191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW1662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW2246-33-029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW2248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EW2613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW3413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EW4313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW4821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW5318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW6202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW632§,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EW7843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW8177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW8207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW8904 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EW950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWA76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWB183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWD183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWD187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWDT50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWE0151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWO968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWOL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX 3510 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX 5310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX 7823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX 8679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX-8679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX.- B:. 1D0 18A ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX0575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX0580,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX0904-CC03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX1234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX1430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EX2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX2291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EX2293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
